id,pattern,params,description,source_path,verified,vc_count,tokens,priority,created_at
aggregator-v017,aggregator,"{""operation"": ""Average"", ""collectionType"": ""seq<bool>""}","aggregator variant (operation=Average, collectionType=seq<bool>)",C:\Users\goldf\Posit\.posit\staging\batch-variants\aggregator-v017.dfy,t,6,0,0,2026-08-10 18:24:07.530429+00
aggregator-v018,aggregator,"{""operation"": ""Count"", ""collectionType"": ""seq<int>""}","aggregator variant (operation=Count, collectionType=seq<int>)",C:\Users\goldf\Posit\.posit\staging\batch-variants\aggregator-v018.dfy,t,6,0,0,2026-08-10 18:24:18.628815+00
aggregator-v019,aggregator,"{""operation"": ""Count"", ""collectionType"": ""seq<string>""}","aggregator variant (operation=Count, collectionType=seq<string>)",C:\Users\goldf\Posit\.posit\staging\batch-variants\aggregator-v019.dfy,t,6,0,0,2026-08-10 18:24:30.171304+00
builder,builder,{},builder variant,C:\Users\goldf\Posit\patterns\builder.dfy,t,3,0,0,2026-08-10 17:11:12.117163+00
filter-r01-v000,filter,"{""feature"": ""basic"", ""predicate"": ""even""}","filter variant (predicate=even, feature=basic)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v000.dfy,t,10,0,0,2026-08-10 18:31:30.687614+00
filter-r01-v001,filter,"{""feature"": ""chained"", ""predicate"": ""even""}","filter variant (predicate=even, feature=chained)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v001.dfy,t,10,0,0,2026-08-10 18:31:43.082953+00
filter-r01-v002,filter,"{""feature"": ""negated"", ""predicate"": ""even""}","filter variant (predicate=even, feature=negated)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v002.dfy,t,10,0,0,2026-08-10 18:31:54.551056+00
filter-r01-v003,filter,"{""feature"": ""combined"", ""predicate"": ""even""}","filter variant (predicate=even, feature=combined)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v003.dfy,t,10,0,0,2026-08-10 18:32:06.703874+00
filter-r01-v004,filter,"{""feature"": ""basic"", ""predicate"": ""odd""}","filter variant (predicate=odd, feature=basic)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v004.dfy,t,10,0,0,2026-08-10 18:32:20.592879+00
filter-r01-v005,filter,"{""feature"": ""chained"", ""predicate"": ""odd""}","filter variant (predicate=odd, feature=chained)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v005.dfy,t,10,0,0,2026-08-10 18:32:34.994283+00
filter-r01-v006,filter,"{""feature"": ""negated"", ""predicate"": ""odd""}","filter variant (predicate=odd, feature=negated)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v006.dfy,t,10,0,0,2026-08-10 18:32:50.436547+00
filter-r01-v007,filter,"{""feature"": ""combined"", ""predicate"": ""odd""}","filter variant (predicate=odd, feature=combined)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v007.dfy,t,10,0,0,2026-08-10 18:33:06.082224+00
filter-r01-v008,filter,"{""feature"": ""basic"", ""predicate"": ""positive""}","filter variant (predicate=positive, feature=basic)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v008.dfy,t,10,0,0,2026-08-10 18:33:21.434992+00
filter-r01-v009,filter,"{""feature"": ""chained"", ""predicate"": ""positive""}","filter variant (predicate=positive, feature=chained)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v009.dfy,t,10,0,0,2026-08-10 18:33:36.104535+00
filter-r01-v010,filter,"{""feature"": ""negated"", ""predicate"": ""positive""}","filter variant (predicate=positive, feature=negated)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v010.dfy,t,10,0,0,2026-08-10 18:33:51.011123+00
filter-r01-v011,filter,"{""feature"": ""combined"", ""predicate"": ""positive""}","filter variant (predicate=positive, feature=combined)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v011.dfy,t,10,0,0,2026-08-10 18:34:06.341141+00
filter-r01-v012,filter,"{""feature"": ""basic"", ""predicate"": ""nonEmpty""}","filter variant (predicate=nonEmpty, feature=basic)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v012.dfy,t,10,0,0,2026-08-10 18:34:21.497252+00
filter-r01-v013,filter,"{""feature"": ""chained"", ""predicate"": ""nonEmpty""}","filter variant (predicate=nonEmpty, feature=chained)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v013.dfy,t,10,0,0,2026-08-10 18:34:34.722579+00
filter-r01-v014,filter,"{""feature"": ""negated"", ""predicate"": ""nonEmpty""}","filter variant (predicate=nonEmpty, feature=negated)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v014.dfy,t,10,0,0,2026-08-10 18:34:47.51632+00
filter-r01-v015,filter,"{""feature"": ""combined"", ""predicate"": ""nonEmpty""}","filter variant (predicate=nonEmpty, feature=combined)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v015.dfy,t,10,0,0,2026-08-10 18:35:00.127158+00
filter-r01-v016,filter,"{""feature"": ""basic"", ""predicate"": ""startsWith""}","filter variant (predicate=startsWith, feature=basic)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v016.dfy,t,10,0,0,2026-08-10 18:35:13.438989+00
filter-r01-v017,filter,"{""feature"": ""chained"", ""predicate"": ""startsWith""}","filter variant (predicate=startsWith, feature=chained)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v017.dfy,t,10,0,0,2026-08-10 18:35:27.027028+00
filter-r01-v018,filter,"{""feature"": ""negated"", ""predicate"": ""startsWith""}","filter variant (predicate=startsWith, feature=negated)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v018.dfy,t,10,0,0,2026-08-10 18:35:40.635257+00
filter-r01-v019,filter,"{""feature"": ""combined"", ""predicate"": ""startsWith""}","filter variant (predicate=startsWith, feature=combined)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r01-v019.dfy,t,10,0,0,2026-08-10 18:35:55.206655+00
filter-r02-v000,filter,"{""feature"": ""basic"", ""predicate"": ""even""}","filter variant (predicate=even, feature=basic)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r02-v000.dfy,t,10,0,0,2026-08-10 18:36:10.10528+00
filter-r02-v001,filter,"{""feature"": ""chained"", ""predicate"": ""even""}","filter variant (predicate=even, feature=chained)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r02-v001.dfy,t,10,0,0,2026-08-10 18:36:24.482664+00
filter-r02-v002,filter,"{""feature"": ""negated"", ""predicate"": ""even""}","filter variant (predicate=even, feature=negated)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r02-v002.dfy,t,10,0,0,2026-08-10 18:36:38.518461+00
filter-r02-v003,filter,"{""feature"": ""combined"", ""predicate"": ""even""}","filter variant (predicate=even, feature=combined)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r02-v003.dfy,t,10,0,0,2026-08-10 18:36:52.329314+00
filter-r02-v004,filter,"{""feature"": ""basic"", ""predicate"": ""odd""}","filter variant (predicate=odd, feature=basic)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r02-v004.dfy,t,10,0,0,2026-08-10 18:37:05.951668+00
filter-r02-v005,filter,"{""feature"": ""chained"", ""predicate"": ""odd""}","filter variant (predicate=odd, feature=chained)",C:\Users\goldf\Posit\.posit\staging\batch-variants\filter-r02-v005.dfy,t,10,0,0,2026-08-10 18:37:19.966815+00
frames,frames,{},frames variant,C:\Users\goldf\Posit\patterns\frames.dfy,t,2,0,0,2026-08-10 17:11:59.527804+00
iterator,iterator,{},iterator variant,C:\Users\goldf\Posit\patterns\iterator.dfy,t,3,0,0,2026-08-10 17:12:24.045224+00
parser,parser,{},parser variant,C:\Users\goldf\Posit\patterns\parser.dfy,t,4,0,0,2026-08-10 17:12:56.922407+00
repository,repository,{},repository variant,C:\Users\goldf\Posit\patterns\repository.dfy,t,7,0,0,2026-08-10 17:13:44.539813+00
result,result,{},result variant,C:\Users\goldf\Posit\patterns\result.dfy,t,2,0,0,2026-08-10 17:13:56.075484+00
state-machine,state-machine,{},state-machine variant,C:\Users\goldf\Posit\patterns\state-machine.dfy,t,2,0,0,2026-08-10 17:14:20.869133+00
transformer,transformer,{},transformer variant,C:\Users\goldf\Posit\patterns\transformer.dfy,t,5,0,0,2026-08-10 17:14:53.989578+00
adapter,unknown,{},unknown variant,C:\Users\goldf\Posit\patterns\adapter.dfy,t,7,0,0,2026-08-10 17:10:45.105959+00
adapter-r01-v000,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v000.dfy,f,0,0,0,2026-08-10 17:56:41.335844+00
adapter-r01-v001,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v001.dfy,f,0,0,0,2026-08-10 17:56:44.404168+00
adapter-r01-v002,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v002.dfy,f,0,0,0,2026-08-10 17:56:47.323844+00
adapter-r01-v003,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v003.dfy,f,0,0,0,2026-08-10 17:56:50.283275+00
adapter-r01-v004,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v004.dfy,f,0,0,0,2026-08-10 17:56:53.289615+00
adapter-r01-v005,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v005.dfy,f,0,0,0,2026-08-10 17:56:56.165398+00
adapter-r01-v006,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v006.dfy,f,0,0,0,2026-08-10 17:57:03.417874+00
adapter-r01-v007,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v007.dfy,f,0,0,0,2026-08-10 17:57:06.383248+00
adapter-r01-v008,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v008.dfy,f,0,0,0,2026-08-10 17:57:09.353468+00
adapter-r01-v009,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v009.dfy,f,0,0,0,2026-08-10 17:57:17.330915+00
adapter-r01-v010,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v010.dfy,f,0,0,0,2026-08-10 17:57:20.265095+00
adapter-r01-v011,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v011.dfy,f,0,0,0,2026-08-10 17:57:23.191182+00
adapter-r01-v012,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v012.dfy,f,0,0,0,2026-08-10 17:57:26.127676+00
adapter-r01-v013,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v013.dfy,f,0,0,0,2026-08-10 17:57:29.085179+00
adapter-r01-v014,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v014.dfy,f,0,0,0,2026-08-10 17:57:32.070593+00
adapter-r01-v015,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v015.dfy,f,0,0,0,2026-08-10 17:57:35.082623+00
adapter-r01-v016,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v016.dfy,f,0,0,0,2026-08-10 17:57:37.994385+00
adapter-r01-v017,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v017.dfy,f,0,0,0,2026-08-10 17:57:40.946785+00
adapter-r01-v018,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v018.dfy,f,0,0,0,2026-08-10 17:57:43.9891+00
adapter-r01-v019,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r01-v019.dfy,f,0,0,0,2026-08-10 17:57:46.954382+00
adapter-r02-v000,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v000.dfy,t,6,0,0,2026-08-10 17:57:57.652331+00
adapter-r02-v001,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v001.dfy,t,8,0,0,2026-08-10 17:58:08.717211+00
adapter-r02-v002,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v002.dfy,t,8,0,0,2026-08-10 17:58:19.8339+00
adapter-r02-v003,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v003.dfy,t,6,0,0,2026-08-10 17:58:30.634139+00
adapter-r02-v004,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v004.dfy,t,8,0,0,2026-08-10 17:58:41.510785+00
adapter-r02-v005,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v005.dfy,t,8,0,0,2026-08-10 17:58:53.130657+00
adapter-r02-v006,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v006.dfy,t,6,0,0,2026-08-10 17:59:04.356252+00
adapter-r02-v007,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v007.dfy,t,8,0,0,2026-08-10 17:59:15.12507+00
adapter-r02-v008,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v008.dfy,t,8,0,0,2026-08-10 17:59:26.718254+00
adapter-r02-v009,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v009.dfy,t,6,0,0,2026-08-10 17:59:39.32585+00
adapter-r02-v010,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v010.dfy,t,8,0,0,2026-08-10 17:59:53.881607+00
adapter-r02-v011,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v011.dfy,t,8,0,0,2026-08-10 18:00:06.820505+00
adapter-r02-v012,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v012.dfy,t,6,0,0,2026-08-10 18:00:19.403481+00
adapter-r02-v013,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v013.dfy,t,8,0,0,2026-08-10 18:00:31.888313+00
adapter-r02-v014,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v014.dfy,t,8,0,0,2026-08-10 18:00:44.399167+00
adapter-r02-v015,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v015.dfy,t,6,0,0,2026-08-10 18:00:56.926173+00
adapter-r02-v016,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v016.dfy,t,8,0,0,2026-08-10 18:01:09.690421+00
adapter-r02-v017,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v017.dfy,t,8,0,0,2026-08-10 18:01:23.872694+00
adapter-r02-v018,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v018.dfy,t,6,0,0,2026-08-10 18:01:36.25723+00
adapter-r02-v019,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r02-v019.dfy,t,8,0,0,2026-08-10 18:01:49.323769+00
adapter-r03-v000,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v000.dfy,f,0,0,0,2026-08-10 18:01:52.239525+00
adapter-r03-v001,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v001.dfy,f,0,0,0,2026-08-10 18:01:55.148051+00
adapter-r03-v002,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v002.dfy,f,0,0,0,2026-08-10 18:01:58.188889+00
adapter-r03-v003,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v003.dfy,f,0,0,0,2026-08-10 18:02:01.215447+00
adapter-r03-v004,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v004.dfy,f,0,0,0,2026-08-10 18:02:04.162491+00
adapter-r03-v005,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v005.dfy,f,0,0,0,2026-08-10 18:02:07.071675+00
adapter-r03-v006,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v006.dfy,f,0,0,0,2026-08-10 18:02:10.099373+00
adapter-r03-v007,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v007.dfy,f,0,0,0,2026-08-10 18:02:13.015086+00
adapter-r03-v008,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v008.dfy,f,0,0,0,2026-08-10 18:02:15.918932+00
adapter-r03-v009,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v009.dfy,f,0,0,0,2026-08-10 18:02:18.905307+00
adapter-r03-v010,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v010.dfy,f,0,0,0,2026-08-10 18:02:21.790582+00
adapter-r03-v011,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v011.dfy,f,0,0,0,2026-08-10 18:02:24.727896+00
adapter-r03-v012,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v012.dfy,f,0,0,0,2026-08-10 18:02:27.615936+00
adapter-r03-v013,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v013.dfy,f,0,0,0,2026-08-10 18:02:30.500252+00
adapter-r03-v014,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v014.dfy,f,0,0,0,2026-08-10 18:02:33.477215+00
adapter-r03-v015,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v015.dfy,f,0,0,0,2026-08-10 18:02:36.32745+00
adapter-r03-v016,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v016.dfy,f,0,0,0,2026-08-10 18:02:39.266804+00
adapter-r03-v017,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v017.dfy,f,0,0,0,2026-08-10 18:02:42.155766+00
adapter-r03-v018,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v018.dfy,f,0,0,0,2026-08-10 18:02:45.121474+00
adapter-r03-v019,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-r03-v019.dfy,f,0,0,0,2026-08-10 18:02:48.096269+00
adapter-v000,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v000.dfy,f,0,0,0,2026-08-10 18:02:55.891133+00
adapter-v001,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v001.dfy,f,0,0,0,2026-08-10 18:03:03.757373+00
adapter-v002,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v002.dfy,f,0,0,0,2026-08-10 18:03:11.468389+00
adapter-v003,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v003.dfy,f,0,0,0,2026-08-10 18:03:19.450609+00
adapter-v004,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v004.dfy,f,0,0,0,2026-08-10 18:03:27.069951+00
adapter-v005,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v005.dfy,f,0,0,0,2026-08-10 18:03:34.704363+00
adapter-v006,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v006.dfy,f,0,0,0,2026-08-10 18:03:42.772502+00
adapter-v007,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v007.dfy,f,0,0,0,2026-08-10 18:03:50.569608+00
adapter-v008,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v008.dfy,t,3,0,0,2026-08-10 18:04:01.223592+00
adapter-v009,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v009.dfy,t,5,0,0,2026-08-10 18:04:12.631781+00
adapter-v010,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v010.dfy,t,3,0,0,2026-08-10 18:04:23.164578+00
adapter-v011,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v011.dfy,t,2,0,0,2026-08-10 18:04:34.352337+00
adapter-v012,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v012.dfy,t,3,0,0,2026-08-10 18:04:45.039595+00
adapter-v013,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v013.dfy,t,3,0,0,2026-08-10 18:04:56.139947+00
adapter-v014,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v014.dfy,t,2,0,0,2026-08-10 18:05:06.810415+00
adapter-v015,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v015.dfy,t,3,0,0,2026-08-10 18:05:17.222767+00
adapter-v016,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v016.dfy,t,3,0,0,2026-08-10 18:05:28.012173+00
adapter-v017,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v017.dfy,t,2,0,0,2026-08-10 18:05:38.623371+00
adapter-v018,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v018.dfy,t,4,0,0,2026-08-10 18:05:49.19408+00
adapter-v019,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\adapter-v019.dfy,f,0,0,0,2026-08-10 18:05:57.06774+00
cache,unknown,{},unknown variant,C:\Users\goldf\Posit\patterns\cache.dfy,t,6,0,0,2026-08-10 17:11:24.051048+00
cache-r01-v000,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v000.dfy,t,7,0,0,2026-08-10 18:24:41.617583+00
cache-r01-v001,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v001.dfy,t,1,0,0,2026-08-10 18:24:53.321456+00
cache-r01-v002,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v002.dfy,f,7,0,0,2026-08-10 18:25:05.556907+00
cache-r01-v003,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v003.dfy,f,5,0,0,2026-08-10 18:25:17.55129+00
cache-r01-v004,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v004.dfy,t,7,0,0,2026-08-10 18:25:29.831706+00
cache-r01-v005,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v005.dfy,t,7,0,0,2026-08-10 18:25:41.688225+00
cache-r01-v006,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v006.dfy,t,8,0,0,2026-08-10 18:25:54.199195+00
cache-r01-v007,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v007.dfy,f,5,0,0,2026-08-10 18:26:05.869771+00
cache-r01-v008,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v008.dfy,f,5,0,0,2026-08-10 18:26:17.271277+00
cache-r01-v009,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v009.dfy,f,5,0,0,2026-08-10 18:26:29.671753+00
cache-r01-v010,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v010.dfy,f,5,0,0,2026-08-10 18:26:41.915467+00
cache-r01-v011,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r01-v011.dfy,f,4,0,0,2026-08-10 18:26:53.028807+00
cache-r02-v000,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v000.dfy,f,0,0,0,2026-08-10 18:26:55.99774+00
cache-r02-v001,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v001.dfy,f,8,0,0,2026-08-10 18:27:08.12607+00
cache-r02-v002,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v002.dfy,f,8,0,0,2026-08-10 18:27:19.912089+00
cache-r02-v003,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v003.dfy,f,7,0,0,2026-08-10 18:27:30.911244+00
cache-r02-v004,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v004.dfy,f,8,0,0,2026-08-10 18:27:42.257853+00
cache-r02-v005,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v005.dfy,f,9,0,0,2026-08-10 18:27:53.12091+00
cache-r02-v006,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v006.dfy,f,9,0,0,2026-08-10 18:28:04.814654+00
cache-r02-v007,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v007.dfy,f,7,0,0,2026-08-10 18:28:16.657736+00
cache-r02-v008,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v008.dfy,f,8,0,0,2026-08-10 18:28:27.507791+00
cache-r02-v009,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v009.dfy,f,9,0,0,2026-08-10 18:28:38.788593+00
cache-r02-v010,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v010.dfy,f,9,0,0,2026-08-10 18:28:49.956125+00
cache-r02-v011,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-r02-v011.dfy,f,7,0,0,2026-08-10 18:29:01.220496+00
cache-v000,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-v000.dfy,f,7,0,0,2026-08-10 18:29:13.086361+00
cache-v001,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-v001.dfy,t,6,0,0,2026-08-10 18:29:23.936688+00
cache-v002,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-v002.dfy,f,7,0,0,2026-08-10 18:29:35.384491+00
cache-v003,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-v003.dfy,f,7,0,0,2026-08-10 18:29:47.639895+00
cache-v004,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-v004.dfy,t,6,0,0,2026-08-10 18:29:58.491068+00
cache-v005,unknown,{},unknown variant,C:\Users\goldf\Posit\.posit\staging\batch-variants\cache-v005.dfy,f,7,0,0,2026-08-10 18:30:10.223555+00
